SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,PREV_HIGH,PREV_LOW,PREV_CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
DEEPINDS,20260904,676.6,793.7,655.0,786.45,2924625854.6,DEEP INDUSTRIES LIMITED,Diversified,Cash Only,20260904,694.6,626.05,674.45,665.0333333333334,660.325,669.7416666666668,669.7416666666668,660.325,9.416666666666742,1.396199372328081,Wide,Bullish,Above CPR,False,False,0.5094339622641509,53,504536434.3,False,False,Lower,True,Risk Off,False,None,60.125000000000014,474.36300000000006,,0.15661815661815784,5.796659380323368,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DELHIVERY,20260904,471.95,471.95,449.5,457.9,4136468702.65,DELHIVERY LIMITED,Services,F&O + Cash,20260904,471.05,439.1,470.2,460.11666666666673,455.07500000000005,465.1583333333334,465.1583333333334,455.07500000000005,10.083333333333371,2.1444775272933585,Wide,Bullish,Inside CPR,False,False,0.9056603773584906,53,5049176865.25,False,False,Higher,True,Risk Off,False,None,28.67142857142856,444.51800000000003,,0.3516857664839742,0.8192362464302765,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DELPHIFX,20260904,6.43,6.49,5.8,6.04,3381174.73,DELPHI WORLD MONEY LTD,Diversified,Cash Only,20260904,8.9,7.93,8.11,8.313333333333333,8.415,8.211666666666666,8.415,8.211666666666666,0.20333333333333314,2.507192766132345,Wide,Bearish,Below CPR,False,False,0.6842105263157895,38,43772961.405,False,False,Overlapping,True,Risk Off,False,Bearish Virgin,1.8071428571428572,,,0.11251646903820806,0.07724345398330264,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DELTACORP,20260904,59.01,61.0,55.56,56.12,277474220.65,DELTA CORP LIMITED,Diversified,Cash Only,20260904,62.44,58.56,59.43,60.14333333333334,60.5,59.786666666666676,60.5,59.786666666666676,0.713333333333324,1.2002916596556017,Wide,Bearish,Below CPR,False,False,0.5094339622641509,53,403246035.11,False,False,Higher,True,Risk Off,False,None,4.316428571428571,67.0716,,0.16526008053394897,0.6881015471715891,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DELTAMAGNT,20260904,55.2,60.45,55.1,58.4,786536.09,DELTA MANUFACTURING LTD,Diversified,Cash Only,20260904,60.35,55.4,57.55,57.76666666666667,57.875,57.658333333333346,57.875,57.658333333333346,0.21666666666665435,0.3764842166232048,Moderate,Bearish,Above CPR,False,False,0.11764705882352941,51,1417252.46,False,False,Lower,True,Risk Off,True,None,5.248571428571429,64.1536,,0.0412810742152036,0.5549724641155324,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DEN,20260904,28.31,28.99,27.33,27.97,52147832.71,DEN NETWORKS LTD,Diversified,Cash Only,20260904,29.24,27.2,28.31,28.25,28.22,28.28,28.28,28.22,0.060000000000002274,0.2119392440833708,Narrow,Bullish,Below CPR,False,False,0.1509433962264151,53,56279120.79,False,False,Higher,True,Risk Off,True,None,2.202142857142857,29.3486,,0.027246188777166135,0.9265928816582709,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DENORA,20260904,838.45,838.45,783.3,812.3,9154780.5,DE NORA INDIA LIMITED,Diversified,Cash Only,20260904,845.0,802.3,830.2,825.8333333333334,823.65,828.0166666666668,828.0166666666668,823.65,4.366666666666788,0.5259776760620076,Moderate,Bullish,Below CPR,False,False,0.16981132075471697,53,19224187.7,True,False,Lower,True,Risk Off,True,None,79.86428571428574,756.368,,0.05467608741019141,0.4762115644553346,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DENTA,20260904,284.0,284.05,262.9,275.35,146084098.5,DENTA WATER N INFRA SOL L,Diversified,Cash Only,20260904,294.85,281.0,283.75,286.53333333333336,287.925,285.1416666666667,287.925,285.1416666666667,2.783333333333303,0.980910425844336,Wide,Bearish,Below CPR,False,False,0.2641509433962264,53,322360694.5,True,False,Lower,True,Risk Off,False,Bearish Virgin,34.88214285714286,313.7404,,0.07979249854953668,0.45316969777157495,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DEVIT,20260904,24.51,25.6,23.61,24.21,3567781.4,DEV INFO TECHNOLOGY LTD,Diversified,Cash Only,20260904,27.7,24.52,24.91,25.709999999999997,26.11,25.309999999999995,26.11,25.309999999999995,0.8000000000000043,3.2115616218386362,Wide,Bearish,Below CPR,False,False,0.8490566037735849,53,11094720.04,False,False,Overlapping,True,Risk Off,False,None,2.8885714285714283,31.433400000000002,,0.27695351137487784,0.3215747118572629,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DEVX,20260904,36.9,36.9,31.8,33.29,30655477.810000002,DEV ACCELERATOR LIMITED,Diversified,Cash Only,20260904,36.14,33.75,35.92,35.27,34.945,35.595000000000006,35.595000000000006,34.945,0.6500000000000057,1.8095768374164969,Wide,Bullish,Below CPR,False,False,0.6530612244897959,49,26529599.189999998,False,False,Overlapping,True,Risk Off,False,None,2.6185714285714283,,,0.24822695035461212,1.155519824873766,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DEVYANI,20260904,139.05,142.86,135.35,139.28,1237142000.03,DEVYANI INTERNATIONAL LTD,Consumer Services,Cash Only,20260904,155.95,139.16,139.94,145.01666666666668,147.555,142.47833333333335,147.555,142.47833333333335,5.076666666666654,3.627745224143671,Wide,Bearish,Below CPR,False,False,0.9433962264150944,53,1547553366.36,False,False,Outside,True,Risk Off,False,Bearish Virgin,9.985000000000003,128.69819999999999,,0.5084293106326141,0.7994179890157078,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DGCONTENT,20260904,24.24,29.07,23.9,24.83,11985959.950000001,DIGICONTENT LIMITED,Diversified,Cash Only,20260904,25.5,23.81,23.85,24.386666666666667,24.655,24.118333333333332,24.655,24.118333333333332,0.5366666666666688,2.250174703004901,Wide,Bearish,Above CPR,False,False,0.7021276595744681,47,2290664.58,False,False,Overlapping,True,Risk Off,False,None,3.2064285714285714,,,0.16737209475013062,5.23252511723039,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHABRIYA,20260904,547.0,547.0,501.0,503.45,22787575.85,DHABRIYA POLYWOOD LTD.,Diversified,Cash Only,20260904,600.0,485.0,576.7,553.9,542.5,565.3,565.3,542.5,22.799999999999955,3.953528697763127,Wide,Bullish,Below CPR,False,False,0.75,2,94122001.275,False,False,Inside,False,Risk Off,False,None,,,,,0.24210679268729776,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHAMPURSUG,20260904,174.5,185.1,165.63,167.59,985934844.44,DHAMPUR SUGAR MILLS LTD.,Diversified,Cash Only,20260904,199.92,170.1,175.23,181.75,185.01,178.49,185.01,178.49,6.519999999999982,3.7208240598071005,Wide,Bearish,Below CPR,False,False,0.9622641509433962,53,151686907.66,False,False,Overlapping,True,Risk Off,False,None,14.579285714285716,136.23239999999998,,0.44720983783254,6.499801859300426,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHANBANK,20260904,32.26,32.95,31.3,31.86,70821119.34,DHANLAXMI BANK LIMITED,Financial Services,Cash Only,20260904,34.83,32.06,32.27,33.053333333333335,33.445,32.66166666666667,33.445,32.66166666666667,0.7833333333333314,2.4274351823158704,Wide,Bearish,Below CPR,False,False,0.8867924528301887,53,107021561.57000001,False,False,Overlapping,True,Risk Off,False,Bearish Virgin,2.8649999999999998,27.945,,0.27341477603257647,0.6617462715088283,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHANUKA,20260904,972.0,1016.0,956.0,1010.65,103385078.44999999,DHANUKA AGRITECH LTD,Diversified,Cash Only,20260904,999.0,972.2,976.1,982.4333333333334,985.6,979.2666666666668,985.6,979.2666666666668,6.3333333333332575,0.6488406242529718,Moderate,Bearish,Above CPR,False,False,0.41509433962264153,53,184261215.7,True,False,Overlapping,True,Risk Off,False,None,58.100000000000016,1128.231,,0.10900745840504743,0.5610788904069951,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHARAN,20260904,0.16,0.16,0.13,0.13,11279521.04,DHARAN INFRA-EPC LIMITED,Diversified,Cash Only,20260904,,,,0.14,0.14500000000000002,0.135,0.14500000000000002,0.135,0.010000000000000009,7.692307692307699,Wide,Bearish,Below CPR,False,False,1.0,1,11279521.04,False,False,Unknown,False,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHARMAJ,20260904,270.05,271.8,264.3,270.05,67184700.9,DHARMAJ CROP GUARD LTD,Diversified,Cash Only,20260904,278.0,256.9,270.45,268.45,267.45,269.45,269.45,267.45,2.0,0.7395082270290257,Moderate,Bullish,Above CPR,False,False,0.36538461538461536,52,52902404.465,False,False,Lower,True,Risk Off,False,None,15.192857142857136,259.48620000000005,,0.13164080865068178,1.2699744289401649,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHATRE,20260904,4.04,4.59,4.04,4.33,588150.83,DHATRE UDYOG LTD.,Diversified,Cash Only,20260904,4.56,4.15,4.24,4.316666666666667,4.355,4.278333333333334,4.355,4.278333333333334,0.07666666666666622,1.80817610062892,Wide,Bearish,Inside CPR,False,False,0.3333333333333333,3,588150.83,False,False,Overlapping,False,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHOOTTRANS,20260904,1459.95,1665.0,1402.8,1615.7,30019210039.550003,DHOOT TRANSMISSION LTD,Diversified,Cash Only,20260904,1665.2,1410.1,1454.9,1510.0666666666668,1537.65,1482.4833333333336,1537.65,1482.4833333333336,55.166666666666515,3.7917840859623695,Wide,Bearish,Above CPR,False,False,0.3333333333333333,3,34216097965.15,False,False,Higher,False,Risk Off,False,None,,,,,0.8773417141289858,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHRUV,20260904,23.88,23.88,22.29,22.32,621438.1699999999,DHRUV CONSULTANCY SER LTD,Diversified,Cash Only,20260904,25.49,22.6,23.22,23.77,24.045,23.494999999999997,24.045,23.494999999999997,0.5500000000000043,2.3686477174849454,Wide,Bearish,Below CPR,False,False,0.717948717948718,39,3756978.88,False,False,Lower,True,Risk Off,False,Bearish Virgin,4.747142857142856,,,0.11585916340656126,0.16540901342516995,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DHUNINV,20260904,1028.05,1054.8,975.0,1019.15,7019502.1,DHUNSERI INVESTMENTS LTD,Diversified,Cash Only,20260904,1151.75,957.0,1026.45,1045.0666666666666,1054.375,1035.7583333333332,1054.375,1035.7583333333332,18.616666666666788,1.8136944485037543,Wide,Bearish,Below CPR,False,False,0.6415094339622641,53,5884182.0,True,False,Higher,True,Risk Off,False,None,109.52142857142857,1040.181,,0.1699819561294822,1.1929444228611554,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIACABS,20260904,348.4,353.05,316.0,331.8,1714509850.4,DIAMOND POWER INFRA LTD,Diversified,Cash Only,20260904,329.0,316.5,322.85,322.78333333333336,322.75,322.8166666666667,322.8166666666667,322.75,0.06666666666671972,0.020649424397311357,Narrow,Bullish,Above CPR,True,False,0.06,50,1170773579.965,True,True,Higher,True,Risk Off,True,None,29.56857142857143,168.5266,,0.0022546461815974393,1.4644247869440776,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIAMINESQ,20260904,242.99,246.0,238.0,240.99,5434656.34,DIAMINES & CHEMICALS LTD,Diversified,Cash Only,20260904,249.9,236.0,243.27,243.05666666666664,242.95,243.1633333333333,243.1633333333333,242.95,0.21333333333330984,0.08769405735738472,Narrow,Bullish,Below CPR,False,False,0.03773584905660377,53,7953838.8,True,True,Higher,True,Risk Off,True,None,22.759999999999994,259.1722,,0.009373169302869503,0.6832746396620459,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIAMONDYD,20260904,1163.4,1169.9,1102.3,1158.3,89032254.1,PRATAAP SNACKS LIMITED,Diversified,Cash Only,20260904,1190.3,1150.0,1162.8,1167.7,1170.15,1165.25,1170.15,1165.25,4.900000000000091,0.4213966288269772,Moderate,Bearish,Below CPR,False,False,0.32075471698113206,53,205933766.5,False,False,Lower,True,Risk Off,False,Bearish Virgin,78.2071428571429,1082.0890000000002,,0.0626541236642627,0.43233441321047267,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DICIND,20260904,599.95,638.95,547.3,618.6,39161229.55,DIC INDIA LIMITED,Diversified,Cash Only,20260904,619.9,578.3,605.6,601.2666666666665,599.0999999999999,603.4333333333332,603.4333333333332,599.0999999999999,4.3333333333332575,0.715543813298094,Moderate,Bullish,Above CPR,False,False,0.33962264150943394,53,5057235.899999999,False,False,Higher,True,Risk Off,False,None,48.507142857142874,522.071,,0.08933392234820436,7.74360348703528,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIFFNKG,20260904,423.5,519.9,415.15,474.9,5746421805.35,DIFFUSION ENGINEERS LTD,Diversified,Cash Only,20260904,419.7,387.05,411.0,405.9166666666667,403.375,408.45833333333337,408.45833333333337,403.375,5.083333333333371,1.236820762368217,Wide,Bullish,Above CPR,False,False,0.4716981132075472,53,152659694.91,False,False,Higher,True,Risk Off,False,Bullish Virgin,48.317857142857136,331.8384,,0.10520610047552252,37.64203648342009,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIGIDRIVE,20260904,17.5,18.8,17.26,17.65,860124.1599999999,DIGIDRIVE DISTRIBUTORS L,Diversified,Cash Only,20260904,18.5,17.32,17.71,17.843333333333334,17.91,17.776666666666667,17.91,17.776666666666667,0.13333333333333286,0.7528703180877067,Wide,Bearish,Below CPR,False,False,0.33962264150943394,53,2867278.5900000003,False,False,Higher,True,Risk Off,False,None,1.3742857142857139,22.6752,,0.0970200970200967,0.29997927756298,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIGISPICE,20260904,17.15,17.4,16.52,16.98,3896662.81,DIGISPICE TECHNOLOGIES LT,Diversified,Cash Only,20260904,17.72,16.51,17.07,17.1,17.115000000000002,17.085,17.115000000000002,17.085,0.030000000000001137,0.17574692442882914,Narrow,Bearish,Below CPR,False,True,0.07692307692307693,26,13637068.704999998,False,False,Higher,True,Risk Off,True,None,1.9871428571428567,,,0.015097052480230626,0.28574049851133315,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIGITIDE,20260904,98.44,99.69,95.0,97.01,83375650.21000001,DIGITIDE SOLUTIONS LTD,Diversified,Cash Only,20260904,104.15,96.5,99.46,100.03666666666668,100.325,99.74833333333335,100.325,99.74833333333335,0.5766666666666538,0.5797975735638988,Moderate,Bearish,Below CPR,False,False,0.22641509433962265,53,159715199.35,False,False,Higher,True,Risk Off,True,None,10.185000000000002,112.8526,,0.05661921125838524,0.522027024036019,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIGJAMLMTD,20260904,51.71,51.71,48.36,49.96,923857.9299999999,DIGJAM LTD,Diversified,Cash Only,20260904,53.95,50.22,51.31,51.826666666666675,52.085,51.56833333333335,52.085,51.56833333333335,0.5166666666666515,1.006951211589654,Wide,Bearish,Below CPR,False,False,0.3,40,1723816.94,False,False,Outside,True,Risk Off,False,Bearish Virgin,5.421428571428572,,,0.09530083443126641,0.5359373774340563,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DISAQ,20260904,12092.0,12160.0,11652.0,11990.0,13399120.0,DISA INDIA LTD.,Diversified,Cash Only,20260904,12400.0,11400.0,12208.0,12002.666666666666,11900.0,12105.333333333332,12105.333333333332,11900.0,205.33333333333212,1.6819571865443326,Wide,Bullish,Inside CPR,False,False,0.75,20,26730163.5,False,False,Higher,True,Risk Off,False,None,793.6428571428571,,,0.2587225872258707,0.5012734022371393,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DISHTV,20260904,2.81,2.81,2.51,2.57,14663633.3,DISH TV INDIA LTD.,Diversified,Cash Only,20260904,2.86,2.69,2.82,2.7899999999999996,2.775,2.8049999999999993,2.8049999999999993,2.775,0.02999999999999936,1.0638297872340199,Wide,Bullish,Below CPR,False,False,0.3157894736842105,38,69688094.9,False,False,Outside,True,Risk Off,False,None,0.45357142857142846,,,0.06614173228346318,0.21041805377291206,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIVGIITTS,20260904,1166.45,1329.8,1150.05,1235.8,1414266496.15,DIVGI TORQTRANSFER SYST L,Diversified,Cash Only,20260904,1267.35,1143.2,1175.15,1195.2333333333333,1205.275,1185.1916666666666,1205.275,1185.1916666666666,20.083333333333485,1.7090016877278205,Wide,Bearish,Above CPR,False,False,0.6415094339622641,53,72507912.85,True,False,Lower,True,Risk Off,False,None,117.49285714285713,759.334,,0.17093237684155196,19.504995255838484,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIVISLAB,20260904,9239.0,9467.0,9087.0,9100.0,21360695553.5,DIVI S LABORATORIES LTD,Healthcare,F&O + Cash,20260904,9270.0,8457.5,9239.0,8988.833333333334,8863.75,9113.916666666668,9113.916666666668,8863.75,250.16666666666788,2.707724501208658,Wide,Bullish,Inside CPR,False,False,0.9433962264150944,53,10786913395.0,False,False,Higher,True,Risk Off,False,Bullish Virgin,397.25,6702.91,,0.6297461715963949,1.9802416846510706,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DIXON,20260904,14650.0,14850.0,14070.0,14240.0,18073399313.0,DIXON TECHNO (INDIA) LTD,Consumer Durables,F&O + Cash,20260904,15000.0,14400.0,14650.0,14683.333333333334,14700.0,14666.666666666668,14700.0,14666.666666666668,33.33333333333212,0.22753128555175506,Narrow,Bearish,Below CPR,False,True,0.1320754716981132,53,26503567912.0,True,False,Inside,True,Risk Off,True,None,953.0714285714286,12785.96,,0.03497464338354565,0.6819232555031551,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DJML,20260904,71.99,76.9,68.25,75.64,59122029.94,DJ MEDIAPRINT & LOG LTD,Diversified,Cash Only,20260904,115.25,67.57,72.19,85.00333333333333,91.41,78.59666666666666,91.41,78.59666666666666,12.813333333333333,17.749457450247032,Wide,Bearish,Below CPR,False,False,1.0,39,96718042.44,False,False,Lower,True,Risk Off,False,Bearish Virgin,15.265714285714287,,,0.8393536714704597,0.6112823259080842,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DLF,20260904,676.15,691.05,651.3,681.9,10414693804.2,DLF LIMITED,Realty,F&O + Cash,20260904,690.4,672.5,679.8,680.9,681.45,680.3499999999999,681.45,680.3499999999999,1.1000000000001364,0.16181229773464792,Narrow,Bearish,Above CPR,False,False,0.22641509433962265,53,9758069007.5,True,False,Higher,True,Risk Off,True,None,39.05357142857144,650.45,,0.02816643804298474,1.067290444061763,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DLINKINDIA,20260904,443.75,456.9,430.05,451.15,299443362.15000004,D-LINK INDIA LTD,Diversified,Cash Only,20260904,454.6,436.9,443.25,444.9166666666667,445.75,444.08333333333337,445.75,444.08333333333337,1.6666666666666288,0.3760105282947837,Moderate,Bearish,Above CPR,False,False,0.18867924528301888,53,175893547.15,False,False,Higher,True,Risk Off,True,None,32.36785714285714,443.121,,0.051491411968074156,1.7024124363961923,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DMART,20260904,3819.1,3900.0,3745.9,3770.0,6102153851.2,AVENUE SUPERMARTS LIMITED,Consumer Services,F&O + Cash,20260904,3960.0,3737.2,3830.6,3842.6,3848.6,3836.6,3848.6,3836.6,12.0,0.3132668511460346,Moderate,Bearish,Below CPR,False,False,0.2830188679245283,53,7980244334.3,True,False,Lower,True,Risk Off,False,Bearish Virgin,228.27142857142852,4049.6619999999994,,0.05256899680831092,0.764657521195466,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DMCC,20260904,301.9,302.25,283.6,293.35,79250933.3,DMCC SPECIALITY CHEMICALS,Diversified,Cash Only,20260904,311.95,277.0,301.0,296.65000000000003,294.475,298.82500000000005,298.82500000000005,294.475,4.350000000000023,1.4451827242524993,Wide,Bullish,Below CPR,False,False,0.6037735849056604,53,42546728.55,False,False,Higher,True,Risk Off,False,None,25.88214285714285,264.0246,,0.16806954601904328,1.8626798346403064,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DNAMEDIA,20260904,2.58,2.89,2.5,2.63,502158.78,DILIGENT MEDIA CORP LTD.,Media & Entertainment,Cash Only,20260904,2.89,2.5,2.57,2.6533333333333338,2.6950000000000003,2.6116666666666672,2.6950000000000003,2.6116666666666672,0.08333333333333304,3.242542153047978,Wide,Bearish,Inside CPR,False,False,0.8301886792452831,53,790867.05,False,False,Higher,True,Risk Off,False,None,0.34500000000000014,3.4052000000000002,,0.2415458937198058,0.6349471507252704,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DODLA,20260904,1093.6,1138.5,1056.3,1066.8,153733254.8,DODLA DAIRY LIMITED,Diversified,Cash Only,20260904,1160.0,1073.6,1093.4,1109.0,1116.8,1101.2,1116.8,1101.2,15.599999999999909,1.4267422718126859,Wide,Bearish,Below CPR,False,False,0.6792452830188679,53,181442778.8,False,False,Lower,True,Risk Off,False,None,70.77142857142861,1147.062,,0.220427937020588,0.8472822992281024,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DOLATALGO,20260904,72.0,73.77,69.57,70.91,56883897.839999996,DOLAT ALGOTECH LIMITED,Diversified,Cash Only,20260904,78.5,72.51,72.82,74.61,75.505,73.715,75.505,73.715,1.789999999999992,2.458115902224653,Wide,Bearish,Below CPR,False,False,0.8490566037735849,53,73456262.97,False,False,Overlapping,True,Risk Off,False,Bearish Virgin,4.743571428571427,76.4636,,0.37735280831199963,0.7743913934640501,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DOLLAR,20260904,270.7,273.4,260.0,264.25,82180287.4,DOLLAR INDUSTRIES LIMITED,Diversified,Cash Only,20260904,277.8,264.6,268.7,270.36666666666673,271.20000000000005,269.5333333333334,271.20000000000005,269.5333333333334,1.6666666666666288,0.6202704379109151,Moderate,Bearish,Below CPR,False,False,0.2830188679245283,53,139373280.14999998,True,True,Overlapping,True,Risk Off,False,None,16.739285714285707,302.63,,0.09956617594765442,0.5896416250773016,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DOLPHIN,20260904,618.0,681.55,555.25,674.0,230872967.5,DOLPHIN OFF ENT (IND) L,Diversified,Cash Only,20260904,669.95,597.4,612.55,626.6333333333333,633.675,619.5916666666667,633.675,619.5916666666667,14.083333333333258,2.2991320436426834,Wide,Bearish,Above CPR,False,False,0.660377358490566,53,47379894.65,False,False,Overlapping,True,Risk Off,False,None,55.21071428571428,417.17400000000004,,0.25508333872393507,4.8728045768248665,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DOMS,20260904,2200.0,2279.9,2183.2,2208.7,740466094.5999999,DOMS INDUSTRIES LIMITED,Fast Moving Consumer Goods,Cash Only,20260904,2235.0,2182.0,2198.9,2205.2999999999997,2208.5,2202.0999999999995,2208.5,2202.0999999999995,6.400000000000546,0.2910546182182248,Moderate,Bearish,Above CPR,False,False,0.20754716981132076,53,495269678.79999995,False,False,Lower,True,Risk Off,True,None,123.9214285714286,2366.848,,0.05164562799009027,1.4950765740274912,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DONEAR,20260904,84.99,93.47,83.01,92.25,17310250.22,DONEAR IND. LIMITED,Diversified,Cash Only,20260904,89.5,83.62,84.75,85.95666666666666,86.56,85.35333333333332,86.56,85.35333333333332,1.2066666666666777,1.4237954768928351,Wide,Bearish,Above CPR,False,False,0.7169811320754716,53,13374077.42,False,False,Lower,True,Risk Off,False,None,5.773571428571427,91.3344,,0.20899830920862913,1.294313594604569,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DPABHUSHAN,20260904,1470.0,1486.0,1355.0,1414.2,167825074.60000002,D. P. ABHUSHAN LIMITED,Diversified,Cash Only,20260904,1568.3,1450.0,1483.0,1500.4333333333334,1509.15,1491.7166666666667,1509.15,1491.7166666666667,17.433333333333394,1.1755450663070395,Wide,Bearish,Below CPR,False,False,0.4716981132075472,53,125860214.9,False,False,Higher,True,Risk Off,False,None,138.29285714285717,1253.8,,0.12606098169860414,1.3334243448840641,True,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DPSCLTD,20260904,7.34,7.71,6.95,7.09,2968863.88,DPSC LIMITED,Diversified,Cash Only,20260904,10.05,9.3,9.37,9.573333333333332,9.675,9.471666666666664,9.675,9.471666666666664,0.2033333333333367,2.170046246887265,Wide,Bearish,Below CPR,False,False,0.7435897435897436,39,5862005.85,False,False,Lower,True,Risk Off,False,Bearish Virgin,1.1242857142857143,,,0.18085556967386998,0.5064587030393359,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DPWIRES,20260904,157.7,160.0,151.2,154.62,3033269.04,D P WIRES LIMITED,Diversified,Cash Only,20260904,215.88,190.25,195.39,200.50666666666666,203.065,197.94833333333332,203.065,197.94833333333332,5.116666666666674,2.6186942354607066,Wide,Bearish,Below CPR,False,False,0.8,45,12842620.41,False,False,Overlapping,True,Risk Off,False,Bearish Virgin,23.50214285714285,,,0.21771064441945556,0.23618770493583405,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
DRAGARWQ,20260904,5275.0,5500.0,5245.5,5422.5,35624454.0,DR. AGARWAL'S EYE HOSP L,Diversified,Cash Only,20260904,5400.0,5151.0,5245.5,5265.5,5275.5,5255.5,5275.5,5255.5,20.0,0.38127919168811364,Moderate,Bearish,Above CPR,False,False,0.35,20,23228015.15,False,False,Lower,True,Risk Off,False,None,263.63571428571424,,,0.0758622558183641,1.5336848099136875,False,False,No setup,0.0,None,Week 07 Sep – 11 Sep 2026,Weekly,0,0,0,0
