SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
ENRIN,Capital Goods,3235.5,3235.5333333333333,3235.55,3235.5166666666664,3235.55,3235.5166666666664,0.0010302374697498,0.0222222222222222,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ASHOKA,Diversified,192.62,192.2433333333333,192.055,192.43166666666667,192.43166666666667,192.055,0.195549094936489,0.1555555555555555,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
LAMBODHARA,Diversified,132.44,132.7,132.82999999999998,132.57,132.82999999999998,132.57,0.1963153125943755,0.0888888888888888,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
METROBRAND,Footwear,1220.3,1222.7,1223.9,1221.5,1223.9,1221.5,0.1966729492747759,0.2,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JPOLYINVST,Diversified,1058.1,1056.0166666666669,1054.975,1057.0583333333334,1057.0583333333334,1054.975,0.196893803358235,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TVVISION,Diversified,6.71,6.723333333333334,6.73,6.716666666666667,6.73,6.716666666666667,0.1987083954297115,0.119047619047619,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SANDUMA,Diversified,205.46,205.05,204.845,205.255,205.255,204.845,0.199552224277216,0.2,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ORICONENT,Diversified,54.54,54.65,54.705,54.595,54.705,54.595,0.2016868353502006,0.2222222222222222,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SWANCORP,Chemicals,444.75,443.85,443.4,444.3,444.3,443.4,0.2023608768971281,0.1538461538461538,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
EMMBI,Diversified,101.47,101.26333333333332,101.16,101.36666666666665,101.36666666666665,101.16,0.2036726782957024,0.1777777777777777,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
CINEVISTA,Diversified,17.84,17.80333333333333,17.785,17.821666666666662,17.821666666666662,17.785,0.205530642750346,0.0714285714285714,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MADRASFERT,Chemicals & Fertilizers,83.3,83.47333333333334,83.56,83.38666666666668,83.56,83.38666666666668,0.2080832332932986,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MADHAV,Diversified,42.54,42.63,42.675,42.585,42.675,42.585,0.2115655853314608,0.1555555555555555,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MPHASIS,Information Technology,2783.2,2789.1,2792.05,2786.15,2792.05,2786.15,0.2119862029318965,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BHARATSE,Diversified,216.79,216.3133333333333,216.075,216.55166666666665,216.55166666666665,216.075,0.2198748404754052,0.0909090909090909,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SPMLINFRA,Real Estate & Infra,241.13,240.59,240.32,240.86,240.86,240.32,0.2239455895160372,0.2,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VERTOZ,Diversified,70.74,70.57666666666667,70.495,70.65833333333333,70.65833333333333,70.495,0.2308924700782116,0.0666666666666666,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GANGESSECU,Diversified,152.28,151.92333333333332,151.745,152.10166666666663,152.10166666666663,151.745,0.2342176692058225,0.2,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
NOVAAGRI,Diversified,46.7,46.59,46.535,46.645,46.645,46.535,0.235546038543896,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TFL,Diversified,14.06,14.093333333333334,14.11,14.076666666666668,14.11,14.076666666666668,0.237079184447592,0.1304347826086956,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
CAPLIPOINT,Healthcare,2056.8,2051.9,2049.45,2054.3500000000004,2054.3500000000004,2049.45,0.2382341501361602,0.2444444444444444,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
KECL,Diversified,116.12,116.39666666666666,116.535,116.25833333333333,116.535,116.25833333333333,0.2382592720174567,0.2222222222222222,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ORIENTPPR,Diversified,26.45,26.386666666666667,26.355,26.418333333333333,26.418333333333333,26.355,0.2394454946439795,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
REGAAL,Diversified,92.05,91.82666666666668,91.715,91.93833333333332,91.93833333333332,91.715,0.2426217635343065,0.1111111111111111,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BEDMUTHA,Diversified,135.1,135.4366666666667,135.60500000000002,135.26833333333337,135.60500000000002,135.26833333333337,0.249198124845777,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DAMCAPITAL,Diversified,249.34,248.71666666666667,248.405,249.0283333333333,249.0283333333333,248.405,0.2499933156867469,0.2444444444444444,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
REPCOHOME,Diversified,393.5,392.5,392.0,393.0,393.0,392.0,0.2541296060991105,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2541% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SOMANYCERA,Diversified,459.2,458.01666666666665,457.425,458.6083333333333,458.6083333333333,457.425,0.257694541231115,0.1333333333333333,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2577% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TOUCHWOOD,Diversified,102.48,102.75333333333332,102.89,102.61666666666666,102.89,102.61666666666666,0.2667187093416672,0.2,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2667% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LAXMIDENTL,Diversified,318.4,319.24999999999994,319.67499999999995,318.82499999999993,319.67499999999995,318.82499999999993,0.266959798994982,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2670% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
THOMASCOTT,Diversified,329.0,329.8833333333334,330.32500000000005,329.4416666666667,330.32500000000005,329.4416666666667,0.2684903748733513,0.1304347826086956,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2685% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LANCORHOL,Diversified,22.14,22.08,22.05,22.110000000000003,22.110000000000003,22.05,0.2710027100271105,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2710% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SPIC,Diversified,93.06,93.31666666666666,93.445,93.18833333333332,93.445,93.18833333333332,0.2758077226162267,0.1777777777777777,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2758% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KDDL,Diversified,2689.3,2696.733333333333,2700.45,2693.0166666666664,2700.45,2693.0166666666664,0.276404020872844,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2764% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DECCANCE,Diversified,998.6,1001.4,1002.8,1000.0,1002.8,1000.0,0.2803925495693926,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2804% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
VENTIVE,Diversified,710.75,708.75,707.75,709.75,709.75,707.75,0.2813928948294055,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2814% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ROLEXRINGS,Diversified,1338.1,1334.3333333333333,1332.4499999999998,1336.2166666666667,1336.2166666666667,1332.4499999999998,0.2814936601649263,0.2444444444444444,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2815% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LAL,Diversified,10.43,10.46,10.475,10.445,10.475,10.445,0.2876318312560032,0.217391304347826,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2876% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GUJTHEM,Diversified,420.45,419.23333333333335,418.625,419.8416666666667,419.8416666666667,418.625,0.2893724977207033,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2894% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SGLTL,Diversified,178.0,178.51666666666665,178.77499999999998,178.25833333333333,178.77499999999998,178.25833333333333,0.2902621722846357,0.217391304347826,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2903% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TOLINS,Diversified,168.59,168.1,167.855,168.345,168.345,167.855,0.2906459457856392,0.1777777777777777,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2906% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SURANAT&P,Diversified,22.15,22.21666666666667,22.25,22.183333333333337,22.25,22.183333333333337,0.3009781790819995,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3010% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LCCINFOTEC,Information Technology,4.4,4.413333333333333,4.42,4.406666666666666,4.42,4.406666666666666,0.30303030303031,0.1666666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3030% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AERONEU,Diversified,91.15,90.85333333333334,90.705,91.00166666666668,91.00166666666668,90.705,0.3254708356189589,0.125,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3255% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ZUARI,Diversified,261.15,262.0,262.425,261.575,262.425,261.575,0.3254834386368075,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3255% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BAGFILMS,Media & Entertainment,7.05,7.073333333333333,7.085,7.0616666666666665,7.085,7.0616666666666665,0.3309692671394812,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3310% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GCSL,Diversified,230.85,231.61666666666667,232.0,231.23333333333332,232.0,231.23333333333332,0.332105985127421,0.1923076923076923,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3321% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ASHAPURMIN,Diversified,692.55,690.1833333333334,689.0,691.3666666666668,691.3666666666668,689.0,0.3417322455659213,0.1777777777777777,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3417% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CIFL,Diversified,35.01,35.13666666666666,35.2,35.07333333333332,35.2,35.07333333333332,0.3618013900790613,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3618% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
VENUSPIPES,Building Materials,1332.3,1327.466666666667,1325.0500000000002,1329.8833333333337,1329.8833333333337,1325.0500000000002,0.3627811553954428,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3628% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
HISARMETAL,Metals & Mining,184.76,184.08666666666667,183.75,184.42333333333332,184.42333333333332,183.75,0.3644367467705922,0.2444444444444444,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3644% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RADAAN,Diversified,3.39,3.4033333333333338,3.41,3.3966666666666674,3.41,3.3966666666666674,0.3933136676499337,0.1777777777777777,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3933% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DEVIT,Diversified,40.54,40.7,40.78,40.61999999999999,40.78,40.61999999999999,0.3946719289590794,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3947% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SARVESHWAR,Diversified,5.99,6.016666666666667,6.03,6.003333333333333,6.03,6.003333333333333,0.4451864218141449,0.1777777777777777,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4452% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AKSHAR,Diversified,0.73,0.7266666666666666,0.725,0.7283333333333332,0.7283333333333332,0.725,0.4566210045661901,0.2444444444444444,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4566% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NAHARINDUS,Diversified,117.49,116.92,116.635,117.205,117.205,116.635,0.4851476721423283,0.2142857142857142,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4851% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
STLNETWORK,Diversified,28.69,28.83,28.9,28.76,28.9,28.76,0.4879749041477886,0.1875,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4880% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SECURKLOUD,Diversified,22.43,22.543333333333333,22.6,22.486666666666665,22.6,22.486666666666665,0.5052756724624915,0.2444444444444444,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5053% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NKIND,Diversified,70.53,70.94000000000001,71.14500000000001,70.73500000000001,71.14500000000001,70.73500000000001,0.5813129164894323,0.2,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5813% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
