SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
FAZE3Q,Diversified,568.1,568.1166666666667,568.125,568.1083333333333,568.125,568.1083333333333,0.002933755794165,0.0526315789473684,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
V2RETAIL,Consumer & Retail,219.95,220.61666666666665,220.95,220.2833333333333,220.95,220.2833333333333,0.3030991892096775,0.2368421052631578,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3031% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ALPA,Diversified,71.66,71.88333333333334,71.995,71.77166666666668,71.995,71.77166666666668,0.3116568983161166,0.2368421052631578,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3117% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AEROFLEX,Diversified,421.15,419.8333333333333,419.175,420.4916666666667,420.4916666666667,419.175,0.3126360362499631,0.1578947368421052,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3126% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SAILIFE,Healthcare,1263.2,1266.3666666666666,1267.9499999999998,1264.7833333333333,1267.9499999999998,1264.7833333333333,0.250686088241491,0.2368421052631578,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2507% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SHREEJISPG,Diversified,587.35,585.85,585.1,586.6,586.6,585.1,0.2553843534519451,0.2368421052631578,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2554% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SUPRAJIT,Diversified,495.15,493.8333333333333,493.175,494.4916666666666,494.4916666666666,493.175,0.265912686391317,0.2368421052631578,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2659% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
HEXAGON,Diversified,74.97,75.17,75.27,75.07000000000001,75.27,75.07000000000001,0.2667733760170583,0.1538461538461538,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2668% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JYOTICNC,Capital Goods,807.2,805.0333333333334,803.95,806.1166666666668,806.1166666666668,803.95,0.2684175751569304,0.2105263157894736,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2684% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ACUTAAS,Healthcare,3546.9,3537.3,3532.5,3542.0999999999995,3542.0999999999995,3532.5,0.2706588852237011,0.1842105263157894,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2707% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RATNAVEER,Diversified,175.27,175.74666666666667,175.985,175.50833333333333,175.985,175.50833333333333,0.2719613548620345,0.1578947368421052,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2720% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SCI,Services,287.65,286.85,286.45,287.24999999999994,287.24999999999994,286.45,0.2781157656874516,0.2105263157894736,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2781% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ECLERX,Services,1713.7,1708.9333333333334,1706.55,1711.3166666666668,1711.3166666666668,1706.55,0.2781505903406009,0.1842105263157894,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2782% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AARTISURF,Diversified,387.4,386.3166666666666,385.775,386.8583333333332,386.8583333333332,385.775,0.2796420581655285,0.2368421052631578,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2796% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SIGNPOST,Diversified,321.05,321.95,322.4,321.5,322.4,321.5,0.2803301666407031,0.1578947368421052,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2803% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GALAPREC,Diversified,1173.0,1169.6666666666667,1168.0,1171.3333333333337,1171.3333333333337,1168.0,0.2841716396703738,0.1842105263157894,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2842% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CPPLUS,Capital Goods,3719.3,3706.3000000000006,3699.8,3712.800000000001,3712.800000000001,3699.8,0.3495281370150541,0.2368421052631578,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3495% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BOHRAIND,Diversified,13.55,13.6,13.625,13.575,13.625,13.575,0.3690036900369056,0.1481481481481481,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3690% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
STALLION,Diversified,210.56,209.7733333333333,209.38,210.16666666666663,210.16666666666663,209.38,0.3736068895643205,0.131578947368421,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3736% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ELECTHERM,Diversified,1077.9,1081.9333333333334,1083.95,1079.9166666666667,1083.95,1079.9166666666667,0.3741843708445405,0.1842105263157894,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3742% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KIRLOSENG,Capital Goods,2414.2,2406.633333333333,2402.85,2410.4166666666665,2410.4166666666665,2402.85,0.3134233562532767,0.2105263157894736,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3134% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GRAUWEIL,Diversified,79.44,79.17999999999999,79.05,79.30999999999999,79.30999999999999,79.05,0.3272910372608144,0.1578947368421052,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3273% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MOTISONS,Diversified,13.98,14.026666666666666,14.05,14.00333333333333,14.05,14.00333333333333,0.333810205054867,0.2368421052631578,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3338% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GRMOVER,Diversified,92.28,92.59666666666664,92.755,92.4383333333333,92.755,92.4383333333333,0.3431585031065142,0.1842105263157894,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3432% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CUPID,Diversified,219.66,218.8033333333333,218.375,219.23166666666663,219.23166666666663,218.375,0.3899966615071594,0.2368421052631578,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3900% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TARC,Diversified,120.66,121.14,121.38,120.89999999999998,121.38,120.89999999999998,0.3978120338140379,0.2368421052631578,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3978% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RETAIL,Consumer & Retail,17.45,17.523333333333337,17.560000000000002,17.48666666666667,17.560000000000002,17.48666666666667,0.4202483285577684,0.2368421052631578,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4202% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ABINFRA,Real Estate & Infra,10.09,10.136666666666668,10.16,10.113333333333332,10.16,10.113333333333332,0.4625041295011582,0.2368421052631578,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4625% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NATIONSTD,Diversified,458.1,458.1000000000001,458.1,458.10000000000014,458.10000000000014,458.1,2.481703508439555e-14,0.1621621621621621,Lower,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GRANULES,Healthcare,898.05,898.0499999999998,898.05,898.0499999999997,898.05,898.0499999999997,2.5318598679720736e-14,0.0263157894736842,Higher,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PRIMO,Diversified,23.87,23.87,23.87,23.870000000000005,23.870000000000005,23.87,2.976718624885212e-14,0.0263157894736842,Higher,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
CASTROLIND,Oil Gas & Consumable Fuels,183.82,183.82,183.82,183.82000000000005,183.82000000000005,183.82,3.0923413589820495e-14,0.0263157894736842,Higher,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
