SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
SUNDROP,Diversified,825.15,825.1,825.075,825.125,825.125,825.075,0.00605950433254,0.0384615384615384,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
PRITIKAUTO,Automobile & Ancillary,17.81,17.86,17.884999999999998,17.835,17.884999999999998,17.835,0.2807411566535495,0.2307692307692307,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2807% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SASKEN,Diversified,1492.4,1496.6333333333332,1498.75,1494.5166666666664,1498.75,1494.5166666666664,0.2836594300009096,0.1538461538461538,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2837% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KRITIKA,Diversified,9.1,9.136666666666668,9.155,9.118333333333336,9.155,9.118333333333336,0.4029304029303879,0.2307692307692307,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4029% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LAGNAM,Diversified,82.9,83.31,83.515,83.105,83.515,83.105,0.4945717732207437,0.2307692307692307,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4946% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
VIMTALABS,Healthcare & Pharma,776.95,781.2166666666667,783.35,779.0833333333334,783.35,779.0833333333334,0.5491558873372355,0.1538461538461538,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5492% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SARVESHWAR,Diversified,7.18,7.22,7.24,7.199999999999999,7.24,7.199999999999999,0.5571030640668653,0.2307692307692307,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5571% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DNAMEDIA,Media & Entertainment,4.92,4.9366666666666665,4.945,4.928333333333333,4.945,4.928333333333333,0.3387533875338921,0.1923076923076923,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3388% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ARFIN,Diversified,43.19,43.04333333333333,42.97,43.11666666666666,43.11666666666666,42.97,0.3395847804275554,0.1538461538461538,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3396% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
VIPULLTD,Diversified,10.3,10.336666666666668,10.355,10.318333333333335,10.355,10.318333333333335,0.3559870550161678,0.1538461538461538,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3560% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RGL,Diversified,118.55,118.07666666666668,117.84,118.31333333333332,118.31333333333332,117.84,0.3992689441866969,0.1923076923076923,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3993% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JISLJALEQS,Diversified,57.29,56.96666666666667,56.805,57.12833333333334,57.12833333333334,56.805,0.5643800546925077,0.2307692307692307,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.5644% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
HIRECT,Diversified,1668.9,1678.7333333333336,1683.65,1673.816666666667,1683.65,1673.816666666667,0.5892104579862801,0.2307692307692307,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5892% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
REGAAL,Diversified,106.71,107.35333333333334,107.675,107.03166666666668,107.675,107.03166666666668,0.6028800799674976,0.2352941176470588,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.6029% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
COUNCODOS,Diversified,7.04,7.083333333333333,7.105,7.061666666666666,7.105,7.061666666666666,0.6155303030303235,0.2307692307692307,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.6155% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DWARKESH,Diversified,42.48,42.48,42.48,42.47999999999999,42.48,42.47999999999999,3.3453047822980237e-14,0.0384615384615384,Higher,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ACCURACY,Diversified,7.15,7.150000000000001,7.15,7.150000000000002,7.150000000000002,7.15,2.48441516000035e-14,0.0384615384615384,Higher,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MAHABANK,Financial Services,54.05,54.04999999999999,54.05,54.04999999999998,54.05,54.04999999999998,2.6292053127108243e-14,0.0384615384615384,Lower,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VIVIDHA,Diversified,0.78,0.7799999999999999,0.78,0.7799999999999998,0.78,0.7799999999999998,2.846725704167068e-14,0.1538461538461538,Lower,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
