SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
DPWIRES,Diversified,209.8,209.7966666666667,209.795,209.7983333333334,209.7983333333334,209.795,0.0015888147442264,0.0454545454545454,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
POCL,Diversified,1335.1,1332.4666666666667,1331.15,1333.7833333333333,1333.7833333333333,1331.15,0.1972386587771112,0.0909090909090909,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
INNOVACAP,Diversified,733.15,731.6833333333334,730.95,732.4166666666667,732.4166666666667,730.95,0.2000500125031299,0.0909090909090909,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SHARDAMOTR,Diversified,918.6,916.7333333333332,915.8,917.6666666666664,917.6666666666664,915.8,0.2032077799549924,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JWL,Capital Goods,291.95,291.3333333333333,291.025,291.64166666666665,291.64166666666665,291.025,0.2112233829993746,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GRMOVER,Diversified,470.9,469.8999999999999,469.4,470.3999999999999,470.3999999999999,469.4,0.2123593119558051,0.1818181818181818,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JPOLYINVST,Diversified,972.4,970.3166666666666,969.275,971.3583333333332,971.3583333333332,969.275,0.2142465377759417,0.1818181818181818,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VOLTAMP,Diversified,8146.0,8128.5,8119.75,8137.25,8137.25,8119.75,0.2148293641050822,0.1818181818181818,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
TPLPLASTEH,Diversified,67.51,67.65666666666665,67.72999999999999,67.58333333333331,67.72999999999999,67.58333333333331,0.2172517651706049,0.1818181818181818,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
RNBDENIMS,Diversified,129.88,129.56333333333333,129.405,129.72166666666666,129.72166666666666,129.405,0.2438148034082713,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
COHANCE,Healthcare,568.15,566.8666666666667,566.225,567.5083333333333,567.5083333333333,566.225,0.2258793159083522,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SURYALAXMI,Diversified,60.48,60.34333333333333,60.275,60.41166666666667,60.41166666666667,60.275,0.2259700176366902,0.1818181818181818,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
AIIL,Financial Services,2686.2,2680.0666666666666,2677.0,2683.133333333333,2683.133333333333,2677.0,0.2283275010547693,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
HFCL,Telecommunication,71.72,71.55333333333333,71.47,71.63666666666666,71.63666666666666,71.47,0.2323852017103418,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
QUADFUTURE,Diversified,308.2,307.4833333333333,307.125,307.8416666666667,307.8416666666667,307.125,0.2325329872377342,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ALICON,Diversified,897.15,895.0,893.925,896.075,896.075,893.925,0.2396477735049981,0.1818181818181818,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
KRSNAA,Diversified,811.45,809.4833333333332,808.5,810.4666666666665,810.4666666666665,808.5,0.2423644915480275,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
AMDIND,Diversified,54.72,54.583333333333336,54.515,54.65166666666667,54.65166666666667,54.515,0.2497563352826576,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GROWW,Financial Services,162.89,162.40666666666667,162.165,162.64833333333334,162.64833333333334,162.165,0.2967237604109206,0.0909090909090909,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2967% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MMTC,Services,61.29,61.13666666666666,61.06,61.21333333333333,61.21333333333333,61.06,0.2501767553162372,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2502% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
HCG,Diversified,731.4,729.5666666666666,728.65,730.4833333333332,730.4833333333332,728.65,0.2506608331054495,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2507% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MUKANDLTD,Diversified,133.76,133.40333333333334,133.225,133.58166666666668,133.58166666666668,133.225,0.2666467304625324,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2666% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SALZERELEC,Diversified,723.7,721.7333333333332,720.75,722.7166666666665,722.7166666666665,720.75,0.2717516466307129,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2718% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MARKSANS,Diversified,191.31,190.78333333333333,190.52,191.04666666666665,191.04666666666665,190.52,0.2752948965901638,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2753% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RBZJEWEL,Consumer & Retail,141.17,140.76,140.555,140.96499999999995,140.96499999999995,140.555,0.2904299780406376,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2904% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NAHARPOLY,Diversified,263.9,262.9166666666667,262.425,263.40833333333336,263.40833333333336,262.425,0.3726158898572749,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3726% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DGCONTENT,Diversified,34.74,34.63666666666666,34.585,34.688333333333325,34.688333333333325,34.585,0.2974477067741065,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2974% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
FOODSIN,FMCG & Food Products,75.06,74.82333333333334,74.705,74.94166666666668,74.94166666666668,74.705,0.3153033129052475,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3153% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MODTHREAD,Diversified,44.08,44.220000000000006,44.290000000000006,44.150000000000006,44.290000000000006,44.150000000000006,0.3176043557168797,0.0909090909090909,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3176% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JAYNECOIND,Diversified,71.9,71.66333333333334,71.545,71.78166666666668,71.78166666666668,71.545,0.3291608715809162,0.1818181818181818,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3292% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RAMAPHO,Diversified,174.87,175.45000000000002,175.74,175.16000000000005,175.74,175.16000000000005,0.331674958540621,0.0909090909090909,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3317% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MOKSH,Diversified,13.98,14.026666666666666,14.05,14.00333333333333,14.05,14.00333333333333,0.333810205054867,0.1818181818181818,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3338% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ROML,Diversified,51.72,51.54,51.45,51.63,51.63,51.45,0.3480278422273639,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3480% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JAIBALAJI,Diversified,68.54,68.24000000000001,68.09,68.39000000000001,68.39000000000001,68.09,0.4377006127808744,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4377% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TGBHOTELS,Hotels & Tourism,10.61,10.65,10.67,10.63,10.67,10.63,0.3770028275211984,0.0909090909090909,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3770% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TVSELECT,Diversified,564.05,561.8833333333333,560.8,562.9666666666667,562.9666666666667,560.8,0.3841267027154937,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3841% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DYNPRO,Diversified,271.4,270.35,269.825,270.87499999999994,270.87499999999994,269.825,0.3868828297715382,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3869% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DREDGECORP,Diversified,819.85,823.8833333333333,825.9,821.8666666666667,825.9,821.8666666666667,0.4919599113658965,0.2272727272727272,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4920% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BIRLACABLE,Media & Entertainment,147.42,146.75666666666666,146.425,147.0883333333333,147.0883333333333,146.425,0.4499615610726486,0.2272727272727272,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4500% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
RACE,Diversified,161.34,160.54333333333332,160.145,160.94166666666663,160.94166666666663,160.145,0.4937812487087047,0.1363636363636363,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4938% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CINEVISTA,Diversified,15.95,15.949999999999998,15.95,15.949999999999996,15.95,15.949999999999996,2.227406695172728e-14,0.0454545454545454,Inside,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
